Id,Series,Season,Round,HomeName,HomeLogo,HomeGoals,AwayName,AwayLogo,AwayGoals,StadiumName,StartDate
1070,Serie A,2020,8,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,2,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Allianz Stadium,2020-11-22T06:45:00+11:00
1071,Serie A,2020,8,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,1,Stadio Artemio Franchi,2020-11-22T22:30:00+11:00
1072,Serie A,2020,8,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,4,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,2,San Siro,2020-11-23T01:00:00+11:00
1073,Serie A,2020,8,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,3,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Stadio Olimpico,2020-11-23T01:00:00+11:00
1074,Serie A,2020,8,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,2,Stadio Marc Antonio Bentegodi,2020-11-23T01:00:00+11:00
1075,Serie A,2020,8,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,1,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,2,Stadio Luigi Ferraris,2020-11-23T01:00:00+11:00
1076,Serie A,2020,8,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,1,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Dacia Arena,2020-11-23T04:00:00+11:00
1077,Serie A,2020,8,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,1,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,3,Stadio San Paolo,2020-11-23T06:45:00+11:00
1078,Serie A,2020,9,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Stadio Città del Tricolore,2020-11-29T01:00:00+11:00
1079,Serie A,2020,9,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Stadio Ciro Vigorito,2020-11-29T04:00:00+11:00
1080,Serie A,2020,9,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Gewiss Stadium,2020-11-29T06:45:00+11:00
1081,Serie A,2020,9,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Stadio Olimpico,2020-11-29T22:30:00+11:00
1082,Serie A,2020,9,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Stadio Renato Dall'Ara,2020-11-30T01:00:00+11:00
1083,Serie A,2020,9,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,San Siro,2020-11-30T01:00:00+11:00
1084,Serie A,2020,9,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Sardegna Arena,2020-11-30T04:00:00+11:00
1085,Serie A,2020,9,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Stadio San Paolo,2020-11-30T06:45:00+11:00
1086,Serie A,2020,9,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Stadio Olimpico Grande Torino,2020-12-01T04:30:00+11:00
1087,Serie A,2020,9,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Stadio Luigi Ferraris,2020-12-01T06:45:00+11:00
1088,Serie A,2020,10,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Orogel Stadium-Dino Manuzzi,2020-12-06T01:00:00+11:00
1089,Serie A,2020,10,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Allianz Stadium,2020-12-06T04:00:00+11:00
1090,Serie A,2020,10,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,San Siro,2020-12-06T06:45:00+11:00
1091,Serie A,2020,10,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Stadio Marc Antonio Bentegodi,2020-12-06T22:30:00+11:00
1092,Serie A,2020,10,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Stadio Ennio Tardini,2020-12-07T01:00:00+11:00
1093,Serie A,2020,10,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Stadio Olimpico,2020-12-07T01:00:00+11:00
1094,Serie A,2020,10,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Dacia Arena,2020-12-07T01:00:00+11:00
1095,Serie A,2020,10,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Stadio Ezio Scida,2020-12-07T04:00:00+11:00
1096,Serie A,2020,10,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Stadio Luigi Ferraris,2020-12-07T06:45:00+11:00
1097,Serie A,2020,10,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Stadio Artemio Franchi,2020-12-08T06:45:00+11:00
1098,Serie A,2020,11,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Stadio Città del Tricolore,2020-12-12T06:45:00+11:00
1099,Serie A,2020,11,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Stadio Ezio Scida,2020-12-13T01:00:00+11:00
1100,Serie A,2020,11,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Stadio Olimpico Grande Torino,2020-12-13T04:00:00+11:00
1101,Serie A,2020,11,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Stadio Olimpico,2020-12-13T06:45:00+11:00
1102,Serie A,2020,11,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Sardegna Arena,2020-12-13T22:30:00+11:00
1103,Serie A,2020,11,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Gewiss Stadium,2020-12-14T01:00:00+11:00
1104,Serie A,2020,11,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Stadio Renato Dall'Ara,2020-12-14T01:00:00+11:00
1105,Serie A,2020,11,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Stadio San Paolo,2020-12-14T01:00:00+11:00
1106,Serie A,2020,11,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Stadio Luigi Ferraris,2020-12-14T04:00:00+11:00
1107,Serie A,2020,11,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,San Siro,2020-12-14T06:45:00+11:00
1108,Serie A,2020,12,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Dacia Arena,2020-12-16T04:30:00+11:00
1109,Serie A,2020,12,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Stadio Ciro Vigorito,2020-12-16T06:45:00+11:00
1110,Serie A,2020,12,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Allianz Stadium,2020-12-17T04:30:00+11:00
1111,Serie A,2020,12,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Stadio Artemio Franchi,2020-12-17T06:45:00+11:00
1112,Serie A,2020,12,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,San Siro,2020-12-17T06:45:00+11:00
1113,Serie A,2020,12,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Stadio Ennio Tardini,2020-12-17T06:45:00+11:00
1114,Serie A,2020,12,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Stadio Marc Antonio Bentegodi,2020-12-17T06:45:00+11:00
1115,Serie A,2020,12,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Stadio Luigi Ferraris,2020-12-17T06:45:00+11:00
1116,Serie A,2020,12,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Orogel Stadium-Dino Manuzzi,2020-12-17T06:45:00+11:00
1117,Serie A,2020,12,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Stadio Olimpico,2020-12-18T06:45:00+11:00
1118,Serie A,2020,13,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Stadio Artemio Franchi,2020-12-20T01:00:00+11:00
1119,Serie A,2020,13,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Stadio Luigi Ferraris,2020-12-20T04:00:00+11:00
1120,Serie A,2020,13,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Stadio Ennio Tardini,2020-12-20T06:45:00+11:00
1121,Serie A,2020,13,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Stadio Olimpico Grande Torino,2020-12-20T22:30:00+11:00
1122,Serie A,2020,13,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,San Siro,2020-12-21T01:00:00+11:00
1123,Serie A,2020,13,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Sardegna Arena,2020-12-21T01:00:00+11:00
1124,Serie A,2020,13,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Stadio Ciro Vigorito,2020-12-21T01:00:00+11:00
1125,Serie A,2020,13,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Stadio Città del Tricolore,2020-12-21T01:00:00+11:00
1126,Serie A,2020,13,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Gewiss Stadium,2020-12-21T04:00:00+11:00
1127,Serie A,2020,13,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Stadio Olimpico,2020-12-21T06:45:00+11:00
1128,Serie A,2020,14,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Stadio Ezio Scida,2020-12-23T04:30:00+11:00
1129,Serie A,2020,14,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Allianz Stadium,2020-12-23T06:45:00+11:00
1130,Serie A,2020,14,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Stadio Marc Antonio Bentegodi,2020-12-24T04:30:00+11:00
1131,Serie A,2020,14,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Stadio Renato Dall'Ara,2020-12-24T06:45:00+11:00
1132,Serie A,2020,14,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,San Siro,2020-12-24T06:45:00+11:00
1133,Serie A,2020,14,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Stadio San Paolo,2020-12-24T06:45:00+11:00
1134,Serie A,2020,14,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Stadio Olimpico,2020-12-24T06:45:00+11:00
1135,Serie A,2020,14,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Dacia Arena,2020-12-24T06:45:00+11:00
1136,Serie A,2020,14,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Stadio Luigi Ferraris,2020-12-24T06:45:00+11:00
1137,Serie A,2020,14,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Orogel Stadium-Dino Manuzzi,2020-12-24T06:45:00+11:00
1138,Serie A,2020,15,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,San Siro,2021-01-03T22:30:00+11:00
1139,Serie A,2020,15,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Gewiss Stadium,2021-01-04T01:00:00+11:00
1140,Serie A,2020,15,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Stadio Artemio Franchi,2021-01-04T01:00:00+11:00
1141,Serie A,2020,15,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Stadio Ennio Tardini,2021-01-04T01:00:00+11:00
1142,Serie A,2020,15,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Stadio Olimpico,2021-01-04T01:00:00+11:00
1143,Serie A,2020,15,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Stadio Luigi Ferraris,2021-01-04T01:00:00+11:00
1144,Serie A,2020,15,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Sardegna Arena,2021-01-04T01:00:00+11:00
1145,Serie A,2020,15,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Orogel Stadium-Dino Manuzzi,2021-01-04T01:00:00+11:00
1146,Serie A,2020,15,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Stadio Ciro Vigorito,2021-01-04T04:00:00+11:00
1147,Serie A,2020,15,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Allianz Stadium,2021-01-04T06:45:00+11:00
1148,Serie A,2020,16,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Sardegna Arena,2021-01-06T22:30:00+11:00
1149,Serie A,2020,16,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Gewiss Stadium,2021-01-07T01:00:00+11:00
1150,Serie A,2020,16,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Stadio Renato Dall'Ara,2021-01-07T01:00:00+11:00
1151,Serie A,2020,16,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Stadio Olimpico,2021-01-07T01:00:00+11:00
1152,Serie A,2020,16,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Stadio Olimpico Grande Torino,2021-01-07T01:00:00+11:00
1153,Serie A,2020,16,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Stadio Luigi Ferraris,2021-01-07T01:00:00+11:00
1154,Serie A,2020,16,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Stadio Città del Tricolore,2021-01-07T01:00:00+11:00
1155,Serie A,2020,16,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Stadio Ezio Scida,2021-01-07T01:00:00+11:00
1156,Serie A,2020,16,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Stadio San Paolo,2021-01-07T04:00:00+11:00
1157,Serie A,2020,16,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,San Siro,2021-01-07T06:45:00+11:00
1158,Serie A,2020,17,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Stadio Olimpico,2021-01-10T06:45:00+11:00
1159,Serie A,2020,17,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,Stadio Artemio Franchi,2021-01-10T17:00:00+11:00
1160,Serie A,2020,17,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Allianz Stadium,2021-01-10T17:00:00+11:00
1161,Serie A,2020,17,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,San Siro,2021-01-10T17:00:00+11:00
1162,Serie A,2020,17,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Stadio Ennio Tardini,2021-01-10T17:00:00+11:00
1163,Serie A,2020,17,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Dacia Arena,2021-01-10T17:00:00+11:00
1164,Serie A,2020,17,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Stadio Marc Antonio Bentegodi,2021-01-10T17:00:00+11:00
1165,Serie A,2020,17,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Stadio Luigi Ferraris,2021-01-10T17:00:00+11:00
1166,Serie A,2020,17,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Stadio Ciro Vigorito,2021-01-10T17:00:00+11:00
1167,Serie A,2020,17,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Orogel Stadium-Dino Manuzzi,2021-01-10T17:00:00+11:00
1168,Serie A,2020,18,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,Genoa,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60271.png,0,Gewiss Stadium,2021-01-17T17:00:00+11:00
1169,Serie A,2020,18,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Hellas Verona,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60505.png,0,Stadio Renato Dall'Ara,2021-01-17T17:00:00+11:00
1170,Serie A,2020,18,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Roma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60280.png,0,Stadio Olimpico,2021-01-17T17:00:00+11:00
1171,Serie A,2020,18,Napoli,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60276.png,0,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Stadio San Paolo,2021-01-17T17:00:00+11:00
1172,Serie A,2020,18,Torino,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60283.png,0,Spezia,https://content.foxsports.com.au/fs/match-centre/team-logo/football/61572.png,0,Stadio Olimpico Grande Torino,2021-01-17T17:00:00+11:00
1173,Serie A,2020,18,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Udinese,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60284.png,0,Stadio Luigi Ferraris,2021-01-17T17:00:00+11:00
1174,Serie A,2020,18,Cagliari,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60267.png,0,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Sardegna Arena,2021-01-17T17:00:00+11:00
1175,Serie A,2020,18,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Stadio Città del Tricolore,2021-01-17T17:00:00+11:00
1176,Serie A,2020,18,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Benevento,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60690.png,0,Stadio Ezio Scida,2021-01-17T17:00:00+11:00
1177,Serie A,2020,18,Internazionale,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60272.png,0,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,San Siro,2021-01-18T06:45:00+11:00
1178,Serie A,2020,19,Fiorentina,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60270.png,0,Crotone,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60543.png,0,Stadio Artemio Franchi,2021-01-24T17:00:00+11:00
1179,Serie A,2020,19,Juventus,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60273.png,0,Bologna,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60266.png,0,Allianz Stadium,2021-01-24T17:00:00+11:00
1180,Serie A,2020,19,Lazio,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60274.png,0,Sassuolo,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60502.png,0,Stadio Olimpico,2021-01-24T17:00:00+11:00
1181,Serie A,2020,19,AC Milan,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60275.png,0,Atalanta,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60265.png,0,San Siro,2021-01-24T17:00:00+11:00
1182,Serie A,2020,19,Parma,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60278.png,0,Sampdoria,https://content.foxsports.com.au/fs/match-centre/team-logo/football/60281.png,0,Stadio Ennio Tardini,2021-01-24T17:00:00+11:00
